author,thesis_title,class,paragraph,score_slowness,score_material,score_environmental_crisis,score_natural_world,score_equitable_design,score_stewardship,score_more_than_human
Siona Balaji,Language Of The Interface,des797,"9 the message the first time they read it. It uses short, clear sentences and everyday words without unnecessary jargon. Cognitive structures Cognitive structures are mental processes that individuals use to process and understand information. They organize information for learning and recall. Cognitive structures are integral for comprehension and memory. Generative Relating to or capable of production or reproduction. Denoting an approach to any field of linguistics that involves applying a finite set of rules to linguistic input in order to produce all and only the well-formed items of a language. Ethical Relating to moral principles or the branch of knowledge dealing with these. Ethics is a set of moral principles that govern the behavior of a group or individual. Language The method of human communication, either spoken or written, consisting of the use of words in a structured and conventional way. a system of communication used by a particular country or community. Electronic Literature Electronic literature or digital literature is a genre of literature encompassing works created exclusively on and for digital devices, such as computers, tablets, and mobile phones. Algorithm A process or set of rules to be followed in calculations or other problem- solving operations, especially by a computer.",0,0,0,0,10,0,0
Siona Balaji,Language Of The Interface,des797,"10 Speculative Engaged in, expressing, or based on conjecture rather than knowledge. Literary sense of, relating to or having the characteristics of humane learning or literature, text Digital interface A digital interface is a medium through which humans interact with computers. Interfaces represent an amalgamation of visual, auditory, and functional components that people see, hear, touch, or talk to as they interact with computers (digital devices). Content The things that are held or included in something, the material dealt with in a speech, literary work, etc., as distinct from its form or style.information made available by a website or other electronic medium. Medium An agency or means of doing something. the intervening substance through which impressions are conveyed to the senses or a force acts on objects at a distance. Linguistics The scientific study of language and its structure, including the study of morphology, syntax, phonetics, and semantics.",0,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"Microcopy is a collection of words and phrases found on Digital Interfaces that guides users to interact with devices effortlessly. Although many experts have defined their own sets of rules and best practices, there are limited academic and speculative discussions on this growing writing form [1]. In this article, Microcopy or Interface Writing [28] is distinguished into an evolving genre in the digital literature that embodies empathy to disguise authoritativeness, uses generative tools, multiple authors, and a syndicated or ready-to-print copy style and thus becoming consequential in the discussion of authorship in the age of electronic literature.",10,0,0,0,20,0,0
Siona Balaji,Language Of The Interface,des797,"This contemporary form of communication is emerging between people, technology, and communities. Deconstructing and critically examining this language to consider what forms it will take in the future is paramount.",10,0,0,0,15,0,0
Siona Balaji,Language Of The Interface,des797,"This study proposes concepts that require critical thinking with which future research can be performed. It hopes to bring more democratic systems to embody, deconstruct, analyze, and critique this language with views on influencing human language and behavior, transparency to its readers, moral, and ethical values in interacting with digital experiences.",10,0,0,0,30,0,0
Siona Balaji,Language Of The Interface,des797,"Anytime I download a new app or unpack a new digital device, I have the urge to rush through the onboarding screens, anchoring my eyes on the word ‘Skip.’ While browsing through websites, I’ve realized my unconscious capacity to automatically clear the screen from Pop-up messages containing Ads, Newsletters, Register or Sign up, Privacy, Notifications. With practice, it feels embedded in my muscle memory to locate the words ‘allow’ or ‘block’ or ‘Ok’ or ‘No thanks’ to move on quickly. In another instance, While I was scanning through articles on the ‘medium’ site, I was interrupted by a pop-up message that read ‘Pardon the Interruption, We’ve seen you here before. Let’s Make it Official.’ Even before I read the rest of the information, I knew that the message was asking me to ‘Register’ or ‘Sign-in’ to an account to continue using the website any further.",20,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"What are these words that appear to have differing literal meanings, almost like speaking in code and making me respond in a nearly natural way?",10,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,15 Medium Website: Sign in/Register Pop up Dialog box,0,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"As Johanna Drucker states it “Language is a symbolic system, full of implications” (1998)[2]. To understand the digital language structures and small sets of words on the screens – their symbolic, metaphorical, and associated meanings, it is essential to introduce Microcopy. Microcopy is a small group of words in a user interface that instructs and motivates the user to act and provides feedback on the actions taken. These words and phrases exist in various categories across screens and have distinct characteristics of purpose, tone, voice, visual appearance, meanings, and connotations. Some of the types of Microcopy are Information copy, Headlines, Subheaders, Body copy, Interaction copy, Captions, CTA buttons, Notifications, User boarding, Menu copy, Error messages, Tooltips, Product-generated emails [3]. Since its identification as an integral part of designing User Experiences around 2009 by a designer Joshua Porter, [4] there have been multiple articles and books on its usefulness, feel-good approaches, and best practices. Although many experts have defined their own sets of rules and best practices, there are very few to no academic and speculative discussions on this growing writing form. While it is common knowledge in the Human-Computer Interaction community that before a digital platform becomes public, it is prototyped and well tested. However, unlike Literature, Art, and Design works, the User Experience field does not have the stage for design critique. 17 Books on Best practices of Microcopy, UX Writing.",10,0,0,0,15,0,0
Siona Balaji,Language Of The Interface,des797,"“We are all the offspring of the modern movement, and we want to know more about our intellectual forebears. We need our roots. We need to know who the protagonists were, what prompted them to operate as they did, who their clients were, and how their rapport generated a climate of creativity which affected others.” Massimo Vignelli",15,0,0,0,10,10,0
Siona Balaji,Language Of The Interface,des797,"It is essential to allow more democratic systems to embody, Analyse, reform the current trends of Microcopy, language structures, tone, patterns in the hopes of creating responsible and sustainable future forms. It is rather apparent that Microcopy is the language that makes our devices relatable. Microcopy’s mirage qualities of manifesting empathy and associations to the actions make it invisible as a language. Although easily ignored, it proves to have a strong influence on human behavior and actions.",20,0,0,0,35,15,0
Siona Balaji,Language Of The Interface,des797,"18 IN THIS DISCUSSION, I EXPLORE MICROCOPY WITH RESEARCH THROUGH DESIGN METHODS AND IN THE LENSES OF LITERATURE, PSYCHOLOGY, AND SYSTEMS IN BOTH HISTORICAL AND CONTEMPORARY CONTEXTS. MICROCOPY, AS A LITERATURE GENRE, A CODIFIED LITERARY SYSTEM USING GENERATIVE WRITING AND DESIGN TOOLS [29] AND ITS RELEVANCE TO AUTHORSHIP. MICROCOPY’S SIGNIFICANCE OF INTUITION AND INFLUENCING BEHAVIOR. FINALLY, MICROCOPY EMBODIES EMPATHY AND APPEARS HUMAN-LIKE.",0,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"This research argues that Microcopy, in its invisible character, is a contemporary and evolving genre in the digital literature that wears on empathy to disguise authoritativeness; it uses generative tools, multiple authors, syndicated or ready-to-print copy: it is consequential in the discussion of authorship in the age of electronic literature. Deconstructing and critically examining this language to consider what forms it will take in the future is paramount.",10,0,0,0,20,0,0
Siona Balaji,Language Of The Interface,des797,"What is a Genre? A genre is a recognizable pattern for providing specific kinds of information for an identifiable audience demanded by circumstances [6]. For analyzing Microcopy as a literary form, it is essential to determine what defines a genre in a slightly progressive nature. A genre is a typical response to a rhetorical situation; it becomes a recognizable pattern for providing specific kinds of information for an identifiable audience demanded by circumstances. Genres have a purpose and a pattern. For writers, using the patterns of a genre accepted by readers for accomplishing their goals allows them to establish a working relationship with readers. For readers, genres help organize information so that they can easily make sense of what they are about to read [6]. In Design, the genre also responds to the place it appears, the layout, artwork, and appearance [7].",10,0,0,0,10,0,0
Siona Balaji,Language Of The Interface,des797,"20 Microcopy, as a genre, would realize the purpose of enabling interaction, motivate immediate action, appeal to users’ feelings, engage with emotions, and is written to have a personal tone. A guideline in the Writing section of Google’s Material Design states, “Skip unnecessary punctuation. To help readers scan text at a glance, avoid using punctuation in places where it isn’t necessary. Avoid using periods in solitary sentences.”[8]. English has unfolded continuously; it is a living language. Now, these internet brands play a pivotal role in driving this evolution in the digital world, further influencing our connection with the language. At a lecture in 2013, author of Internet Linguistics, David Crystal, said: “The vast majority of English is exactly the same today as it was 20 years ago.”[9]. However, the way we communicate – the punctuation (or lack thereof), the grammar, the abbreviations we use – is reliant on context and the means with which we are interacting. We don’t need to accommodate the way we put together sentences in a piece of journalism to the casual style of texting on a phone or social media as they’re different. Language structures change and propagate due to uncertainty and external agents, such as the influence of visual limitations, tone, and voice of the brands on the internet and the use of slang and commonplace abbreviations [9].",15,0,0,0,10,0,0
Siona Balaji,Language Of The Interface,des797,Apple’s Human Interface Guidelines Website; Terminology,0,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"“Keep interface text clear and concise. People absorb short, direct text quickly and easily and don’t appreciate being forced to read long passages to accomplish a task.” This is one of Apple Terminologies’ guidelines on how the copy on any Apple digital product should follow [10]. “Reveal information progressively and as it’s needed.” is written on Google’s Material Design for Writing [8]. The Pace of our interactions with these platforms, which is part of the broader topic of Internet reading, hyperlinks can have a significant influence on the way we read, observe, and articulate information. It is obvious to imagine short stories and poems on the internet that use one word to less than three sentences as an outcome of these codified systems of writing.",25,0,0,0,10,0,0
Siona Balaji,Language Of The Interface,des797,"22 Applying the attributes of Genre in Literature and Design mentioned earlier, to the evolving system of writing on the interface, we can argue that Microcopy follows a definitive purpose, visual pattern, distinctive grammar and language structures, and layout according to its place (brand and product). It is unique in comparison to the News or Academic literary forms, where the primary purpose goes beyond information and communicating. Its didactic nature makes it a subset of Technical Communication that deals with instructional, technical, and scientific writing. Technical illustrations define steps and identify the parts of a product, letting users focus on interacting with a product more accurately [11]. Microcopy covers communication that presents instructions about how to do something, making it more usable and accessible.",10,0,0,0,15,0,0
Siona Balaji,Language Of The Interface,des797,"Historical information, introspection, and interpretation is important to understand the motivations of earlier writings of the same nature and to start a dialog around it. In order to understand the evolution of Microcopy within the Technical communication realm, it is critical to analyze it in a historical and contextual framework. The beginning of this evolution dates back to the early designs of minimal and understandable user manuals, followed by building machines that did not require manuals.",20,10,0,0,10,10,0
Siona Balaji,Language Of The Interface,des797,"“We are all the offspring of the modern movement, and we want to know more about our intellectual forebears. We need our roots. We need to know who the protagonists were, what prompted them to operate as they did, who their clients were, and how their rapport generated a climate of creativity which affected others.” Massimo Vignelli",15,0,0,0,10,10,0
Siona Balaji,Language Of The Interface,des797,"Marcus Vitruvius’s De architecture, in 15BC, was among the first systematic writing or a Manifesto on ‘how to build.’ It offered clear and concise instructions on how and where to construct a house, which was later translated in 1914 into a more understandable User Guide by Morris Hicky Morgan. In 1684, the first comprehensive manual in any language was published on printing. Subtly different from any instruction manuals before, this had a DIY tone and suggested that its readers could learn a new trade at home in their spare time. It provided ingenious methods offering something new and relatively democratic: an agency, skill, command for anyone who could read. 24 25 Plain language writing was designed to ensure the reader understands the text quickly, easily, and thoroughly. It avoids verbose, convoluted language, and jargon, similar to the current trends of microcopy. The Plain English Campaign (PEC) was founded in 1979 by Chrissie Maher as advocacy in promoting Plain-language persuading organizations in the UK and USA to communicate with the public in a language they could easily comprehend [12]. Similar to PEC, the term Natural Language became popular when the evolution of computational technology demanded other languages. Natural language then became defined as anything in contrast to artificial or constructed language to other communication systems in nature. In 1955, Henry Dreyfuss, an American industrial designer and author of the book, ‘Designing for people,’ endorsed that it was necessary to ‘fit the machine to the man rather than the man to the machine.’ He promoted a new way of looking at a human’s relationship with technology – familiarizing the machine and complex city structures with the understanding of common people [13]. 1980 was the time of the PC Revolution and the web revolution when computers became popular in households. A significant problem arose when the owners of these computers did not know how to use the programs after installing software [15]. This led to the Design and writing of instruction manuals for computers and software programs. The manual Design took a complete minimal turn when John Carroll published his book ‘The Nurnberg Funnel’ in 1976. His research steered at making computers more usable for ordinary people. He outlined the philosophy that instead of focusing on the needs and values of the system designers, it has to shift onto the end-user [14].",20,15,0,0,30,10,0
Siona Balaji,Language Of The Interface,des797,"26 Vitruvius Ten Books on Architecture, Plain English Campaign logo, The Ninberg Funnel book, Early Computer mouse, Microsoft’s Start Menu with early Microcopy, Apple’s first Graphical user interface.",0,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"The invention of the mouse enabled the users to interact with the interface and opened up new avenues of possible interactions [16]. The touchscreen was another addition of how language was going to change on the interface. These inventions enabled the use of natural language and words like Menu, search, click, cancel, etc., for the user to understand and navigate through the interface instead of using a Computer language (code) to engage with every step. Human-Computer interaction was a term that became popular in the 1980s, where researchers studied the Design and use of computers and focused on making interfaces easily usable. The need arose to write better manuals for people to understand machines and later came the concept of using these products intuitively and without an instruction manual. Apple Macintosh, in 1987 allowed hyperlinking between various pages within a document and was probably the first use of the word “hyperlink.” In 1990, Windows Help, introduced with Microsoft Windows 3.0, had widespread use of hyperlinks to link different pages in a single help file together, in addition to a visually different kind of hyperlink that caused a pop-up help message to appear when clicked [17]. 28 In 1993, Don Norman, an American researcher, professor, and author, joined Apple inc. and introduced the term User Experience Architect and Human- centered products. He wrote the book, ‘The Design of Everyday Things,’ where he states that Design must optimize the conduit of communication to make the experience better. At the beginning of the web revolution, the Internet experiences were designed by engineers, and later dedicated designers used language to help with action, movements around the interface [18]. One such medium and tool that has evolved during this process of using technology intuitively is language in the form of Microcopy. Presently, the User Experience Design field is made up of more than just an architect; it comprises of designers, researchers, and writers.",15,10,0,0,15,0,0
Siona Balaji,Language Of The Interface,des797,"Authorship in Technical Writing and Microcopy With the numerous emerging digital products and brands, the copy associated with the product or interface does not belong to an individual but instead attached to an organization. For Instance, Mailchimp has a predefined style and tone of language used throughout its applications. Writers use generative writing tools like Hemingway App, Grammarly App, and codified processes like card sorting, A/B testing, Heuristics. New programs like speakhuman.today [19] have algorithms to toss out microcopy for various scenarios. Microcopy uses generative writing and editorial tools, evolving a codified system of vocabulary, with multiple authors, syndicated or ready-to-print copy to produce its content for the products.",10,0,0,0,15,0,0
Siona Balaji,Language Of The Interface,des797,"29 Technical writers and editors are responsible for composing innovative, practical, and compelling texts for products and organizations. It involves collaborating with groups of writers, editors, or subject matter experts as opposed to working autonomously. Reworking, building on, or reusing existing text rather than producing something entirely original (Jessica Reyman, p 347) With Microcopy and Interface writing, Authorship can go beyond the actual written words and phrases in comparison to other Literature genres. Microcopy would involve the context of a device, the Tone, Visual language, Purpose, feedback, and performance effectiveness. Multiple authors contribute to creating these instruction words – Researchers, User Experience designers, Content Writers who support in creating the product. These words create experiences that involve taking into account the Design of interface, navigation, the pace of interaction, and more. Words belonging to one product may not be attributed to one author, especially with technology companies owning their style of Microcopy. Jennifer Slack, David James Miller, and Jeffrey Doak (1993) argued that researchers and practitioners have much to gain by conceiving of the Technical Communicator as an author. They debated that Technical communication researchers and writers must accept the articulation model, which allows Technical writers to take the role of an author who actively contributes to the creation of meaning: “the articulation view allows us to move beyond a conception of communication as the polar contributions of sender and receiver to a conception of an ongoing process of articulation constituted in (and constituting) the relations of meaning and power operating in the entire context within which messages move” (p. 169). They make a compelling argument for the value of Technical Writers as contributors to the “articulation of meaning,” in explaining that by assuming the status of Authorship, they would be free to share in ways that allow more than merely conveying facts. This model could be a method to guide Digital experience writers collectively to elevate microcopy to a genre of writing.",10,0,0,0,25,0,0
Siona Balaji,Language Of The Interface,des797,"30 This would further help to drive more democratic arrangements in the control of writing – drawing consciousness to the blinded topic of dark patterns in instruction writing, tone, the importance of understanding that words guiding actions can influence behavior and lifestyle [20].",15,0,0,0,40,10,0
Siona Balaji,Language Of The Interface,des797,"The Autocompletionist is a generative writing project inspired by rules and limitations. The writing tools included the Predictive text feature on the Apple iOS device (Notes app), a physical dictionary to locate words in alphabetical order concerning parts of speech (noun, verb, adjective, etc.), Grammarly App and Google search engine. The random short sentences are results of self-crafted rules (sentence structure codes) following the use of the generative writing tools. It imitates the syndicated copy style of Interface Writing, showing multiple authors through various mechanisms, limitations of size, structure, and grammar.",20,10,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"In this form and materiality design exploration, I use the default design tools within Illustrator as a metaphor to explain the characteristics of ‘Microcopy.’ Simple iterations of form are used to represent Transition, Repetition, Progression with an interplay of type to draw parallels to the features of Microcopy and demonstrate that use of generative tools. Using the Risograph emphasizes on the generative concepts of the language structures used on our devices.",20,30,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"The human mind, having evolved over a long period with advanced structures, is considered highly complex. Most of these complex operations in the mind are subconscious and hidden. “Conscious attention is necessary to learn most things, but after the initial learning, continued practice and study, sometimes for thousands of hours over a period of years, produces what psychologists call ‘overlearning.’ Once skills have been overlearned, performance appears to be effortless, done automatically, with little or no awareness.” [18]. Designers take an enormous effort in building consistent micro-interactions so that interfaces can appear invisible to the user.",25,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"44 Microcopy acts as an integral training point for users to learn what actions to take within an interface. Most essential interactions, like exiting an app, uploading information, removing information permanently, are consistent in almost all digital platforms. They use the same words, such as ‘Go back,’ ‘Submit,’ ‘Send,’ ‘Delete,’ etc. Uniform patterns allow users to recognize words and create an illusion of having an intuitive command over the machine, making these instrumental words invisible. These words that are embedded in our subconscious minds affect natural language and linguistics.",15,0,0,10,0,0,0
Siona Balaji,Language Of The Interface,des797,"Microcopy or words on screens are commonly borrowed from the ordinary communication language and actions in the natural world to make them recognizable. For instance, ‘Add friend’ on Facebook would mean to include a person into your group of existing members so they can view your activity. Once Facebook became popular, It was common to hear someone say ‘Add me on Facebook,’ or ‘I’ve never spoken to her, but she’s my friend on Facebook.’ Another example on Facebook is the option to ‘Poke’ a ‘Friend’ as a way of greeting them or letting them know you are thinking of them. The ‘Poke’ feature evolved from being cute to creepy to non-existent over the years. One would imagine the actual meaning of the word itself–What does it mean to poke someone? Are you sharing a secret? Are you being creepy or hurting them? And what does it mean to ‘poke’ someone virtually?",10,0,0,20,0,0,0
Siona Balaji,Language Of The Interface,des797,"45 ‘Liking’ System on Facebook. These connotations to the word seem to have mixed representations of the natural and digital world. The Microcopy ‘Like’ or similar expressions and icons common in many platforms can sometimes be confusing to use. The word ‘Like’ means to have an inclination or preference for something/someone. But seeing it being used on social media has a nuance to the word. How does one ‘Like’ a post of someone announcing a person’s death? When someone shares a photo of police brutality, would liking the post mean support to the brutality or unstated disapproval?",0,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"According to the hypothesis of Linguistic Relativity, also known as the Sapir-Whorf Hypothesis, the structure of a language affects its speakers’ perspective and cognition. While several standpoints are supporting and criticizing this hypothesis, for this discussion – words and phrases used on the interface are considered to influence human thoughts and behavior [21]. Instagram surfaced the system of ‘following’ and ‘unfollowing’ people and topics. Similar to ‘adding’ friends, groups, and topics, Instagram uses a straightforward didactic language. To follow someone on social media is quite similar to the word used outside of it – being aware of their everyday activities, important life events, personal relationships, emotions, opinions. Their thoughts and ideas could inspire their ‘followers’ and so began the rise of the notorious ‘influencers.’",10,0,0,0,25,0,0
Siona Balaji,Language Of The Interface,des797,"46 Cancel Culture The ‘Cancel Culture’ is another example where the word Cancel is associated with discarding people, particularly celebrities, politicians, or anyone who takes up space in the public consciousness. In other words, culturally ‘blocking’ someone from having a prominent open platform or career because of their offensive actions. There are many references and sentiments to the emergence of the word ‘Cancel’ within this context [22]. Still, it is hard to ignore the similarity to hitting the ‘Cancel’ CTA button to withdraw a subscription or a software installation. In many cases, canceling someone happens overnight with strong opposition through personal messages, comments, memes, calling out the person for their offensive behavior expecting them to disappear much like the urge to ‘exit’ an Advertisement pop-up box in a web page instantly. The theory of immediate reaction upon clicking on a Microcopy in an interface to this ‘Cancel Culture’ situation seems palpable.",10,0,0,0,10,0,0
Siona Balaji,Language Of The Interface,des797,47 Qualitative Research - Cultural Probe,10,0,0,0,20,0,0
Siona Balaji,Language Of The Interface,des797,How does Writing on the Interface and Microcopy influence the way we tell stories and behave? How does a user perceive ‘Microcopy’ during and after their interaction with their everyday digital devices?,0,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,Goals of this project To Understand Microcopy in the literal sense. Removing Microcopy from the digital space and placing it in a conversation/ sentence/ verbal function. Examining connotations behind the words - reader’s understanding of it and hoping to find new insights through these exercises.,10,0,0,0,10,0,0
Siona Balaji,Language Of The Interface,des797,48 Five experiments with ‘Microcopy.’ The participants are briefed on what ‘Microcopy’ means [the words/phrases that help users navigate through any digital interface] and are given the five exercises that allow them to observe Microcopy intentionally and apply it in specific scenarios.,15,0,0,0,10,0,0
Siona Balaji,Language Of The Interface,des797,"1. Random page Prompt The participants were given a page of text and asked to mark all the words that evoke emotions/ thoughts/feelings in them and find an obvious way to mark those words. Insights Each participant found a way to represent their chosen words– erasing the other words/sentences, tearing, or scribbling over the words. All of the participants had picked mostly the same words that resonated with them while reading the entire text. They chose a word or group of words based on the clarity it provided to the sentence and the meaning of the passages.",10,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"49 2. Click Tap Touch Prompt The participants were given two cards with words taken from different app/ interfaces pasted on them. The group was then told to create a sentence/ scenario using these words. Insights This exercise helped me understand the nuances behind the words from the digital space and their representations in verbal communication. Some words that are commonly attached to specific online platforms were used in the same digital appearance. For Instance, the word Premium would mean several things from a commodity that has a superior quality or its application in finance. Here the word was used with a Music application Spotify, “I do not own Spotify Premium.” 50 3. Less is more Prompt The participants were first asked to read through a passage and rewrite it to a maximum of 10 words without changing the intent of the sentence. In the next step, they were asked to show a friend/colleague their rewritten sentence and ask their comment on the nature, structure, and understandability of the shorter sentence. Insights The participants found it hard to reduce it to 10 words and still keep the paragraph’s actual intent. Because of the limitation of words - the new sentence seemed rigid, limited, and grammatically incorrect. The participants felt that with more words, the sentences could sound polite and still be able to convey the exact meaning. 51 4. Reel real words Prompt The participants were first asked to pick a digital interface and write down a set of interactions in linear order. They had to note every word they clicked on to go to a new page or a result or any other interaction. Based on each word they clicked - they had to consider the literal meaning of the word/ what action it prompted them to do or a feeling they had while interacting. Insights The participants wrote down literal meanings/actions/feelings of the word/ Microcopy. A few pointed out unnecessary steps to an action or words that did not make sense in that particular interaction. They associated brand names with a few words. Some results showed that the words did not provoke any feeling or seemed invisible because they were used to the interface (muscle memory).",20,10,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"52 5. Quick talk Prompt The participants were asked to document their interaction with a stranger in the forms of words/sentences or drawings. The communications to be observed could be in any form – digital, verbal, non-verbal. Insight The drawings of the conversations felt brief and direct, and words were only added for better understanding. Short phrases from the interactions were noted for clarity. Virtual conversations with chatbots looked similar to scripted dialogues of cashiers/retail shops.",20,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"The words on the interface instruct, guide, and motivate the user to perform actions. Instant reactions from the machine follow these prompts making Microcopy appear practically invisible. The micro-interactions, guided by the Interface writing in time, influence human language structures and behavior. This design project is an exploration built by repurposing Microcopy through a series of protest posters, as they take on a role advocating social justice and equality. Its attribute of authoritativeness and inciting immediate results are made visible through this experiment.",20,0,0,0,0,0,0
Siona Balaji,Language Of The Interface,des797,"It is common knowledge in the HCI and User experience field that Microcopy is written in Plain language to make the interface friendly, understandable, and easy to interact with. The words intend to hide the didactic and instructional quirk of the copy while imitating Human conversations and materialize empathy towards its readers. They consider Tone, Humor, Clarity, Visual style, Anatomy of the screen, and Audience to its place (brand) [23]. Ideally, Brands strive to make certain aspects of Microcopy reflect their values and leave most of the repeated interactions consistent with other digital interfaces. While these words are made to seem understanding and empathic to its users, its generic quality and irrelevance to the user’s real-time situation could cause frustration [24]. Here are some examples of commonly used Microcopy that attempt to embrace empathy encouraging the user to perform actions contrary to their feelings.",10,10,0,0,35,0,0
Siona Balaji,Language Of The Interface,des797,"We don’t need research to tell us, saying ‘No’ can be hard. It can be an absolute joy to refuse something without the fear of judgment. All that pent- up guilt and fear of conflict for wanting to say ‘no’ can be unleashed on the internet, by clicking or tapping on ‘No thanks.’ But lately, this interaction is becoming exhausting. Understandably, businesses need subscribers and monetary supplies to last, and one way to do that is to ‘ask’ visitors on their websites for it. With existing privacy pop-ups, notifications pop-ups; additionally, these marketing and ad pop-up windows create a cluttered and stressful experience to navigate. The one ‘relief’ option you look for and expect to hit (like it’s in your muscle memory) is the ‘no thanks’ button. Confirmshaming is a tactic used by corporations to shame users into buying. This has been discussed as a part of Dark patterns, and designers have called them out in the past [25]. We can be relieved to be interacting with fewer – ‘No thanks, I don’t want to know about gardening. No thanks, I’d rather pay full price. No thanks, I’m not into savings. No thanks, I’d rather not keep up-to-date. No thanks, I don’t like delicious food. No thanks, I’ll miss out. No thanks, I don’t care enough.’ In another light, Deconstructing this copy linguistically and grammatically can discuss its influence on behavior and language. ‘No thanks’ without a comma simply means you are ungrateful or not giving thanks. It might have intended to mean ‘No, thanks’ like when someone offers you tea, and you politely refuse it with a ‘thanks.’ Relating microcopy and it’s characteristic of imitating empathy, it does not reflect human conversations. Would a simple ‘No’ sound more functional and polite (tone-wise) than an arrogant ‘no thanks?’",10,0,0,0,20,10,0
Siona Balaji,Language Of The Interface,des797,"‘Learn more’ would express the same as ‘Learn about,’ which means to become knowledgeable or to discover some particular information about someone/something. This copy usually leads the reader to largely stacked information of secondary or tertiary importance that did not fit in the aesthetics of the primary page [26]. It’s not rare to feel restless or avoid the ‘learn more’ page solely because of the loading time, even if it’s only microseconds unless it is significant. If Microcopy was all about embracing empathy and made it sound human-like, then imagine being told to Learn ‘more.’ Just plain mannerless straightforwardness.",15,0,0,0,30,10,0
Siona Balaji,Language Of The Interface,des797,"Hearing someone say ‘Oops’ would either mean they are sorry, or they are sorry for you that something went wrong – in a subtle, ‘I don’t care much, but I also want to show that I feel for you’ way. The dictionary states that a person would say it during an apology, a clumsy act or blunder, dismay, or even a surprise. But what does it mean to read it as a message on a computer screen? I’m confident that I may not be the only one who feels frustrated when coming across ‘error: invalid code’ but changing that to ‘Oops, something went wrong’ doesn’t solve the problem [27]. It is displayed in plain language and mimics a human conversation; however, in many parts of the world where English is the second language, Oops is still an unrelatable word for dismay. An example of how Microcopy embodying a human-like communication fails to adopt universal principles of design. In another aspect, It also depends on the context. For instance, when a user adds a long list of items to their cart after spending significant time, while simultaneously doing other tedious activities only to be greeted by a message saying – “Oops, Seems like your cart is empty.” This would be an entirely inappropriate way of displaying dismay even for English speakers who recognize the use of ‘Oops.’ The more appropriate way for the empathy-embodying Microcopy to respond to this situation would be to say – “Holyyyy.. Ohhhmyygodddd, I messed up. I’m sorry!!! You have every reason to be pissed at me right now!!!” Just saying – at least that sounds real.",10,0,0,0,15,0,0
Siona Balaji,Language Of The Interface,des797,"The images show a juxtapose of two kinds of instructional copy - Microcopy, that is current and evolving, and another, wayfinding, with a historical and a physical presence. This exploration, portrayed as a dialogue between the two kinds of copies, shows the differences in the tone, structure, clarity, and associations.",10,0,0,0,25,0,0
Siona Balaji,Language Of The Interface,des797,"Understanding the pain points and the User’s journey while reading words that falsely imitate a friendly or understanding conversation can be problematic. With the surfacing of Conversational User Interface, the role of Microcopy in CTA buttons and as Information labels can take an all- encompassing approach. A conversational user interface (CUI) is a digital interface that allows users to interact with a product based on real-life human communication principles. In other words, Users can tell the device what to do verbally or in writing instead of looking for information in the graphical interface. There are two types of CUIs – Chatbots and Voice assistants that have begun advancing into everyday life [30].",10,0,0,0,10,0,0
Siona Balaji,Language Of The Interface,des797,"Since ‘Talking’ is a fundamental part of being human, it is easy to assume that Voice assistants and Chatbots should be designed to talk and behave like humans. Social conversations are complex and can be unpredictable. People converse to build relationships, and to get things done; these two purposes are connected [31]. Research suggests that pursuing natural conversations with machines that sound like humans can become an unnecessary and burdensome objective. However, the future of CUIs will inevitably be inspired by Human conversations similar to the current properties of Microcopy [31].",10,0,0,0,10,0,0
Siona Balaji,Language Of The Interface,des797,"69 Some of these Voice assistants and chatbots already mimic the tone, humor, didactic quality, clarity like the words on the screens. This would further advance itself to being conversational and dynamic. While the copy used for these systems would be longer and be devoid of the current limitations of space and anatomy of the screens, the role of empathy becomes obvious. Generic style of copy or Dark Patterns like Confirmshaming could cause instant frustrations because of the personal aspect of the CUI. Users then will be compelled to use the same language structure to give orders to the machine changing their typical speech structure to a short and rigid manner. This alteration to Natural Human language without Pauses, ‘Errs,’ and ‘Uhmms’ can presently be observed while giving commands to Chatbots or Voice assistants [32]. “Alexa, Play Illayraja.” or “Siri, set the alarm for 6 am.”",15,0,0,10,10,0,0
Siona Balaji,Language Of The Interface,des797,These sentences mimic what is currently the structure and grammar of Microcopy. How would this routine in alteration of tone and language structure influence social conversations and among different age groups?,10,0,0,0,15,0,0
